review_text,rating,helpful_yes,helpful_total,Time
"Great product, works perfectly",5,17,34,1671190228
"Terrible experience, would not recommend",3,3,41,1671265981
Packaging was damaged but product works,2,21,32,1671341735
Packaging was damaged but product works,2,2,18,1671417488
Not satisfied with the quality,5,14,22,1671493242
"Great product, works perfectly",4,2,12,1671568995
"Average product, nothing special",4,37,43,1671644748
Decent product for the price,2,0,0,1671720502
Not satisfied with the quality,5,0,28,1671796255
Not satisfied with the quality,5,13,23,1671872008
Not satisfied with the quality,3,15,15,1671947762
"Terrible experience, would not recommend",3,0,24,1672023515
Exceeded my expectations,2,20,22,1672099269
Not satisfied with the quality,5,16,27,1672175022
Exceeded my expectations,4,25,46,1672250775
Exceeded my expectations,5,7,15,1672326529
"Great product, works perfectly",3,15,42,1672402282
"Terrible experience, would not recommend",5,37,37,1672478036
Exceeded my expectations,5,9,10,1672553789
Not satisfied with the quality,4,1,2,1672629542
"Terrible experience, would not recommend",5,4,14,1672705296
Not satisfied with the quality,3,0,0,1672781049
Very good quality and value for money,2,1,6,1672856803
Decent product for the price,4,0,0,1672932556
Very good quality and value for money,5,27,48,1673008309
Very good quality and value for money,4,11,31,1673084063
"Great product, works perfectly",2,3,8,1673159816
"Average product, nothing special",4,16,28,1673235569
Decent product for the price,3,13,25,1673311323
"Great product, works perfectly",3,13,22,1673387076
Not satisfied with the quality,4,34,44,1673462830
"Great product, works perfectly",5,28,42,1673538583
Not satisfied with the quality,2,11,28,1673614336
"Average product, nothing special",3,17,37,1673690090
Exceeded my expectations,3,1,32,1673765843
"Great product, works perfectly",2,1,6,1673841597
"Poor build quality, stopped working",5,10,11,1673917350
Exceeded my expectations,5,16,30,1673993103
Fast delivery and excellent quality,3,9,31,1674068857
"Great product, works perfectly",5,17,19,1674144610
Not satisfied with the quality,5,0,16,1674220364
Decent product for the price,5,23,35,1674296117
"Great product, works perfectly",2,0,2,1674371870
Not satisfied with the quality,5,0,0,1674447624
"Average product, nothing special",3,35,49,1674523377
Very good quality and value for money,3,24,26,1674599131
"Great product, works perfectly",1,35,46,1674674884
Packaging was damaged but product works,4,30,39,1674750637
Fast delivery and excellent quality,2,30,32,1674826391
Packaging was damaged but product works,2,1,19,1674902144
Exceeded my expectations,3,2,13,1674977897
Exceeded my expectations,5,11,35,1675053651
Very good quality and value for money,5,1,4,1675129404
Very good quality and value for money,3,12,22,1675205158
Exceeded my expectations,5,21,44,1675280911
"Great product, works perfectly",5,6,14,1675356664
"Terrible experience, would not recommend",5,3,5,1675432418
"Great product, works perfectly",2,22,32,1675508171
Fast delivery and excellent quality,4,14,18,1675583925
Exceeded my expectations,5,9,12,1675659678
Packaging was damaged but product works,4,2,28,1675735431
Very good quality and value for money,3,3,5,1675811185
Packaging was damaged but product works,4,12,14,1675886938
Exceeded my expectations,4,12,15,1675962692
"Average product, nothing special",4,7,23,1676038445
Exceeded my expectations,2,6,22,1676114198
"Poor build quality, stopped working",3,7,47,1676189952
Fast delivery and excellent quality,5,1,9,1676265705
"Poor build quality, stopped working",5,40,40,1676341459
Decent product for the price,2,5,40,1676417212
Packaging was damaged but product works,5,26,48,1676492965
"Average product, nothing special",3,3,16,1676568719
Fast delivery and excellent quality,4,14,48,1676644472
Not satisfied with the quality,5,36,43,1676720225
Decent product for the price,5,4,44,1676795979
"Terrible experience, would not recommend",5,6,29,1676871732
"Poor build quality, stopped working",3,8,43,1676947486
Fast delivery and excellent quality,5,6,45,1677023239
Fast delivery and excellent quality,2,8,9,1677098992
"Poor build quality, stopped working",5,9,18,1677174746
Decent product for the price,5,25,28,1677250499
"Average product, nothing special",4,1,1,1677326253
"Average product, nothing special",3,23,35,1677402006
Very good quality and value for money,5,13,18,1677477759
"Great product, works perfectly",2,0,6,1677553513
Decent product for the price,1,0,25,1677629266
Packaging was damaged but product works,5,0,14,1677705020
Packaging was damaged but product works,4,44,46,1677780773
Decent product for the price,5,23,37,1677856526
"Poor build quality, stopped working",3,2,2,1677932280
Packaging was damaged but product works,2,6,37,1678008033
Packaging was damaged but product works,5,8,15,1678083786
"Great product, works perfectly",4,0,1,1678159540
Fast delivery and excellent quality,2,2,30,1678235293
Fast delivery and excellent quality,5,25,27,1678311047
Decent product for the price,4,3,6,1678386800
Exceeded my expectations,4,20,29,1678462553
Fast delivery and excellent quality,4,2,42,1678538307
"Poor build quality, stopped working",5,6,6,1678614060
Not satisfied with the quality,5,20,35,1678689814
Exceeded my expectations,5,9,28,1678765567
"Great product, works perfectly",2,0,23,1678841320
"Poor build quality, stopped working",5,5,38,1678917074
"Average product, nothing special",4,1,3,1678992827
"Great product, works perfectly",4,28,28,1679068581
Very good quality and value for money,3,39,43,1679144334
Packaging was damaged but product works,5,0,4,1679220087
"Terrible experience, would not recommend",5,28,28,1679295841
"Average product, nothing special",2,3,29,1679371594
Exceeded my expectations,3,26,28,1679447348
"Poor build quality, stopped working",5,3,25,1679523101
"Average product, nothing special",1,4,18,1679598854
Very good quality and value for money,5,19,25,1679674608
"Poor build quality, stopped working",4,22,36,1679750361
"Terrible experience, would not recommend",4,12,26,1679826114
Exceeded my expectations,3,17,29,1679901868
"Great product, works perfectly",2,16,29,1679977621
Decent product for the price,5,0,2,1680053375
"Average product, nothing special",3,0,42,1680129128
"Terrible experience, would not recommend",5,5,6,1680204881
Very good quality and value for money,3,14,48,1680280635
"Average product, nothing special",2,1,8,1680356388
Not satisfied with the quality,1,19,40,1680432142
Not satisfied with the quality,4,36,41,1680507895
Exceeded my expectations,5,10,12,1680583648
"Great product, works perfectly",3,5,14,1680659402
Exceeded my expectations,3,2,4,1680735155
Exceeded my expectations,3,4,28,1680810909
Packaging was damaged but product works,4,33,34,1680886662
"Great product, works perfectly",3,6,26,1680962415
Packaging was damaged but product works,5,2,26,1681038169
"Poor build quality, stopped working",4,0,7,1681113922
"Terrible experience, would not recommend",4,29,31,1681189676
"Terrible experience, would not recommend",2,2,19,1681265429
"Great product, works perfectly",5,6,9,1681341182
"Great product, works perfectly",2,8,12,1681416936
"Poor build quality, stopped working",1,23,28,1681492689
"Terrible experience, would not recommend",4,2,34,1681568442
"Poor build quality, stopped working",4,6,7,1681644196
Decent product for the price,3,28,28,1681719949
Very good quality and value for money,3,17,30,1681795703
Not satisfied with the quality,5,28,40,1681871456
Decent product for the price,2,9,29,1681947209
Exceeded my expectations,5,6,21,1682022963
"Average product, nothing special",4,8,20,1682098716
Packaging was damaged but product works,3,4,11,1682174470
Fast delivery and excellent quality,4,3,10,1682250223
"Average product, nothing special",3,1,1,1682325976
"Great product, works perfectly",5,13,49,1682401730
Very good quality and value for money,4,3,40,1682477483
Decent product for the price,3,1,1,1682553237
Fast delivery and excellent quality,4,19,33,1682628990
Fast delivery and excellent quality,5,1,2,1682704743
"Great product, works perfectly",3,11,15,1682780497
Decent product for the price,5,1,3,1682856250
Fast delivery and excellent quality,3,12,22,1682932004
Decent product for the price,1,30,49,1683007757
Packaging was damaged but product works,2,0,19,1683083510
Packaging was damaged but product works,3,19,24,1683159264
Fast delivery and excellent quality,2,6,29,1683235017
Fast delivery and excellent quality,1,8,17,1683310770
"Great product, works perfectly",5,27,41,1683386524
Decent product for the price,5,9,10,1683462277
"Terrible experience, would not recommend",5,16,28,1683538031
"Poor build quality, stopped working",2,12,16,1683613784
"Poor build quality, stopped working",2,22,25,1683689537
"Average product, nothing special",1,9,22,1683765291
"Average product, nothing special",5,15,47,1683841044
Fast delivery and excellent quality,5,5,19,1683916798
Not satisfied with the quality,3,10,44,1683992551
Packaging was damaged but product works,2,1,1,1684068304
Exceeded my expectations,4,19,23,1684144058
Decent product for the price,3,2,30,1684219811
Very good quality and value for money,3,8,26,1684295565
Very good quality and value for money,4,0,1,1684371318
Packaging was damaged but product works,5,11,13,1684447071
"Average product, nothing special",2,0,3,1684522825
"Great product, works perfectly",1,41,48,1684598578
Very good quality and value for money,5,3,12,1684674331
Fast delivery and excellent quality,2,16,35,1684750085
Not satisfied with the quality,1,6,34,1684825838
Very good quality and value for money,2,27,43,1684901592
"Poor build quality, stopped working",1,5,7,1684977345
Not satisfied with the quality,3,0,1,1685053098
Not satisfied with the quality,5,3,5,1685128852
Very good quality and value for money,3,16,30,1685204605
"Great product, works perfectly",3,3,9,1685280359
"Great product, works perfectly",4,27,43,1685356112
"Average product, nothing special",4,14,20,1685431865
Packaging was damaged but product works,5,10,41,1685507619
Fast delivery and excellent quality,5,7,9,1685583372
Exceeded my expectations,1,3,22,1685659126
"Terrible experience, would not recommend",5,2,2,1685734879
Exceeded my expectations,4,1,31,1685810632
"Poor build quality, stopped working",5,19,19,1685886386
"Great product, works perfectly",4,9,9,1685962139
"Average product, nothing special",5,12,28,1686037893
"Poor build quality, stopped working",5,19,40,1686113646
Exceeded my expectations,2,28,45,1686189399
Not satisfied with the quality,4,28,33,1686265153
Packaging was damaged but product works,5,22,36,1686340906
Not satisfied with the quality,5,17,19,1686416659
Exceeded my expectations,1,4,7,1686492413
Very good quality and value for money,5,2,6,1686568166
Packaging was damaged but product works,3,1,5,1686643920
"Average product, nothing special",1,8,10,1686719673
Decent product for the price,3,11,43,1686795426
Not satisfied with the quality,2,0,17,1686871180
Very good quality and value for money,5,17,41,1686946933
"Poor build quality, stopped working",3,13,28,1687022687
Decent product for the price,5,21,24,1687098440
"Poor build quality, stopped working",1,20,20,1687174193
"Great product, works perfectly",3,0,45,1687249947
Decent product for the price,2,0,2,1687325700
Packaging was damaged but product works,2,10,17,1687401454
"Great product, works perfectly",1,19,23,1687477207
Packaging was damaged but product works,2,14,46,1687552960
Fast delivery and excellent quality,4,35,37,1687628714
Very good quality and value for money,3,5,9,1687704467
Exceeded my expectations,3,21,26,1687780221
"Poor build quality, stopped working",3,9,11,1687855974
Exceeded my expectations,5,5,6,1687931727
